"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"India","1961","Urban","Both Sexes","0","Census - de facto - complete tabulation","Final figure, complete","1964","2232934","1,6"
"India","1961","Urban","Both Sexes","1 - 4","Census - de facto - complete tabulation","Final figure, complete","1964","8589459","1,6"
"India","1961","Urban","Both Sexes","5 - 9","Census - de facto - complete tabulation","Final figure, complete","1964","10921688","1,6"
"India","1961","Urban","Both Sexes","10 - 14","Census - de facto - complete tabulation","Final figure, complete","1964","9032125","1,6"
"India","1961","Urban","Both Sexes","15 - 19","Census - de facto - complete tabulation","Final figure, complete","1964","7108024","1,6"
"India","1961","Urban","Both Sexes","20 - 24","Census - de facto - complete tabulation","Final figure, complete","1964","7763060","1,6"
"India","1961","Urban","Both Sexes","25 - 29","Census - de facto - complete tabulation","Final figure, complete","1964","7084941","1,6"
"India","1961","Urban","Both Sexes","30 - 34","Census - de facto - complete tabulation","Final figure, complete","1964","5949737","1,6"
"India","1961","Urban","Both Sexes","35 - 39","Census - de facto - complete tabulation","Final figure, complete","1964","4789267","1,6"
"India","1961","Urban","Both Sexes","40 - 44","Census - de facto - complete tabulation","Final figure, complete","1964","4205796","1,6"
"India","1961","Urban","Both Sexes","45 - 49","Census - de facto - complete tabulation","Final figure, complete","1964","3052097","1,6"
"India","1961","Urban","Both Sexes","50 - 54","Census - de facto - complete tabulation","Final figure, complete","1964","2881078","1,6"
"India","1961","Urban","Both Sexes","55 - 59","Census - de facto - complete tabulation","Final figure, complete","1964","1560260","1,6"
"India","1961","Urban","Both Sexes","60 - 64","Census - de facto - complete tabulation","Final figure, complete","1964","1760228","1,6"
"India","1961","Urban","Both Sexes","65 - 69","Census - de facto - complete tabulation","Final figure, complete","1964","727021","1,6"
"India","1961","Urban","Both Sexes","70 - 74","Census - de facto - complete tabulation","Final figure, complete","1964","631889","1,6"
"India","1961","Urban","Both Sexes","75 - 79","Census - de facto - complete tabulation","Final figure, complete","1964","258168","1,6"
"India","1961","Urban","Both Sexes","80 - 84","Census - de facto - complete tabulation","Final figure, complete","1964","225597","1,6"
"India","1961","Urban","Both Sexes","85 +","Census - de facto - complete tabulation","Final figure, complete","1964","135538","1,6"
"India","1961","Urban","Both Sexes","Unknown","Census - de facto - complete tabulation","Final figure, complete","1964","20848","1,6"
"India","1961","Urban","Male","Total","Census - de facto - complete tabulation","Final figure, complete","1964","42785198","1,6"
"India","1961","Urban","Male","0","Census - de facto - complete tabulation","Final figure, complete","1964","1137605","1,6"
"India","1961","Urban","Male","1 - 4","Census - de facto - complete tabulation","Final figure, complete","1964","4368053","1,6"
"India","1961","Urban","Male","5 - 9","Census - de facto - complete tabulation","Final figure, complete","1964","5625726","1,6"
"India","1961","Urban","Male","10 - 14","Census - de facto - complete tabulation","Final figure, complete","1964","4818476","1,6"
"India","1961","Urban","Male","15 - 19","Census - de facto - complete tabulation","Final figure, complete","1964","3906805","1,6"
"India","1961","Urban","Male","20 - 24","Census - de facto - complete tabulation","Final figure, complete","1964","4247157","1,6"
"India","1961","Urban","Male","25 - 29","Census - de facto - complete tabulation","Final figure, complete","1964","3872077","1,6"
"India","1961","Urban","Male","30 - 34","Census - de facto - complete tabulation","Final figure, complete","1964","3362594","1,6"
"India","1961","Urban","Male","35 - 39","Census - de facto - complete tabulation","Final figure, complete","1964","2799055","1,6"
"India","1961","Urban","Male","40 - 44","Census - de facto - complete tabulation","Final figure, complete","1964","2455243","1,6"
"India","1961","Urban","Male","45 - 49","Census - de facto - complete tabulation","Final figure, complete","1964","1775252","1,6"
"India","1961","Urban","Male","50 - 54","Census - de facto - complete tabulation","Final figure, complete","1964","1626347","1,6"
"India","1961","Urban","Male","55 - 59","Census - de facto - complete tabulation","Final figure, complete","1964","888956","1,6"
"India","1961","Urban","Male","60 - 64","Census - de facto - complete tabulation","Final figure, complete","1964","907680","1,6"
"India","1961","Urban","Male","65 - 69","Census - de facto - complete tabulation","Final figure, complete","1964","379438","1,6"
"India","1961","Urban","Male","70 - 74","Census - de facto - complete tabulation","Final figure, complete","1964","312460","1,6"
"India","1961","Urban","Male","75 - 79","Census - de facto - complete tabulation","Final figure, complete","1964","129562","1,6"
"India","1961","Urban","Male","80 - 84","Census - de facto - complete tabulation","Final figure, complete","1964","103117","1,6"
"India","1961","Urban","Male","85 +","Census - de facto - complete tabulation","Final figure, complete","1964","58561","1,6"
"India","1961","Urban","Male","Unknown","Census - de facto - complete tabulation","Final figure, complete","1964","11034","1,6"
"India","1961","Urban","Female","Total","Census - de facto - complete tabulation","Final figure, complete","1964","36144557","1,6"
"India","1961","Urban","Female","0","Census - de facto - complete tabulation","Final figure, complete","1964","1095329","1,6"
"India","1961","Urban","Female","1 - 4","Census - de facto - complete tabulation","Final figure, complete","1964","4221406","1,6"
"India","1961","Urban","Female","5 - 9","Census - de facto - complete tabulation","Final figure, complete","1964","5295962","1,6"
"India","1961","Urban","Female","10 - 14","Census - de facto - complete tabulation","Final figure, complete","1964","4213649","1,6"
"India","1961","Urban","Female","15 - 19","Census - de facto - complete tabulation","Final figure, complete","1964","3201219","1,6"
"India","1961","Urban","Female","20 - 24","Census - de facto - complete tabulation","Final figure, complete","1964","3515903","1,6"
"India","1961","Urban","Female","25 - 29","Census - de facto - complete tabulation","Final figure, complete","1964","3212864","1,6"
"India","1961","Urban","Female","30 - 34","Census - de facto - complete tabulation","Final figure, complete","1964","2587143","1,6"
"India","1961","Urban","Female","35 - 39","Census - de facto - complete tabulation","Final figure, complete","1964","1990212","1,6"
"India","1961","Urban","Female","40 - 44","Census - de facto - complete tabulation","Final figure, complete","1964","1750553","1,6"
"India","1961","Urban","Female","45 - 49","Census - de facto - complete tabulation","Final figure, complete","1964","1276845","1,6"
"India","1961","Urban","Female","50 - 54","Census - de facto - complete tabulation","Final figure, complete","1964","1254731","1,6"
"India","1961","Urban","Female","55 - 59","Census - de facto - complete tabulation","Final figure, complete","1964","671304","1,6"
"India","1961","Urban","Female","60 - 64","Census - de facto - complete tabulation","Final figure, complete","1964","852548","1,6"
"India","1961","Urban","Female","65 - 69","Census - de facto - complete tabulation","Final figure, complete","1964","347583","1,6"
"India","1961","Urban","Female","70 - 74","Census - de facto - complete tabulation","Final figure, complete","1964","319429","1,6"
"India","1961","Urban","Female","75 - 79","Census - de facto - complete tabulation","Final figure, complete","1964","128606","1,6"
"India","1961","Urban","Female","80 - 84","Census - de facto - complete tabulation","Final figure, complete","1964","122480","1,6"
"India","1961","Urban","Female","85 +","Census - de facto - complete tabulation","Final figure, complete","1964","76977","1,6"
"India","1961","Urban","Female","Unknown","Census - de facto - complete tabulation","Final figure, complete","1964","9814","1,6"
"India","1961","Rural","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","1964","359844974","1,6"
"India","1961","Rural","Both Sexes","0","Census - de facto - complete tabulation","Final figure, complete","1964","11329111","1,6"
"India","1961","Rural","Both Sexes","1 - 4","Census - de facto - complete tabulation","Final figure, complete","1964","43930271","1,6"
"India","1961","Rural","Both Sexes","5 - 9","Census - de facto - complete tabulation","Final figure, complete","1964","53730062","1,6"
"India","1961","Rural","Both Sexes","10 - 14","Census - de facto - complete tabulation","Final figure, complete","1964","40253010","1,6"
"India","1961","Rural","Both Sexes","15 - 19","Census - de facto - complete tabulation","Final figure, complete","1964","28757995","1,6"
"India","1961","Rural","Both Sexes","20 - 24","Census - de facto - complete tabulation","Final figure, complete","1964","29553270","1,6"
"India","1961","Rural","Both Sexes","25 - 29","Census - de facto - complete tabulation","Final figure, complete","1964","29482650","1,6"
"India","1961","Rural","Both Sexes","30 - 34","Census - de facto - complete tabulation","Final figure, complete","1964","24880727","1,6"
"India","1961","Rural","Both Sexes","35 - 39","Census - de facto - complete tabulation","Final figure, complete","1964","20666174","1,6"
"India","1961","Rural","Both Sexes","40 - 44","Census - de facto - complete tabulation","Final figure, complete","1964","18646563","1,6"
"India","1961","Rural","Both Sexes","45 - 49","Census - de facto - complete tabulation","Final figure, complete","1964","15001086","1,6"
"India","1961","Rural","Both Sexes","50 - 54","Census - de facto - complete tabulation","Final figure, complete","1964","14223904","1,6"
"India","1961","Rural","Both Sexes","55 - 59","Census - de facto - complete tabulation","Final figure, complete","1964","8268905","1,6"
"India","1961","Rural","Both Sexes","60 - 64","Census - de facto - complete tabulation","Final figure, complete","1964","9475762","1,6"
"India","1961","Rural","Both Sexes","65 - 69","Census - de facto - complete tabulation","Final figure, complete","1964","4123401","1,6"
"India","1961","Rural","Both Sexes","70 - 74","Census - de facto - complete tabulation","Final figure, complete","1964","3781684","1,6"
"India","1961","Rural","Both Sexes","75 - 79","Census - de facto - complete tabulation","Final figure, complete","1964","1461756","1,6"
"India","1961","Rural","Both Sexes","80 - 84","Census - de facto - complete tabulation","Final figure, complete","1964","1344360","1,6"
"India","1961","Rural","Both Sexes","85 +","Census - de facto - complete tabulation","Final figure, complete","1964","778820","1,6"
"India","1961","Rural","Both Sexes","Unknown","Census - de facto - complete tabulation","Final figure, complete","1964","155463","1,6"
"India","1961","Rural","Male","Total","Census - de facto - complete tabulation","Final figure, complete","1964","183275710","1,6"
"India","1961","Rural","Male","0","Census - de facto - complete tabulation","Final figure, complete","1964","5663868","1,6"
"India","1961","Rural","Male","1 - 4","Census - de facto - complete tabulation","Final figure, complete","1964","22007219","1,6"
"India","1961","Rural","Male","5 - 9","Census - de facto - complete tabulation","Final figure, complete","1964","27437726","1,6"
"India","1961","Rural","Male","10 - 14","Census - de facto - complete tabulation","Final figure, complete","1964","21445126","1,6"
"India","1961","Rural","Male","15 - 19","Census - de facto - complete tabulation","Final figure, complete","1964","14683216","1,6"
"India","1961","Rural","Male","20 - 24","Census - de facto - complete tabulation","Final figure, complete","1964","13943000","1,6"
"India","1961","Rural","Male","25 - 29","Census - de facto - complete tabulation","Final figure, complete","1964","14652628","1,6"
"India","1961","Rural","Male","30 - 34","Census - de facto - complete tabulation","Final figure, complete","1964","12618624","1,6"
"India","1961","Rural","Male","35 - 39","Census - de facto - complete tabulation","Final figure, complete","1964","10799833","1,6"
"India","1961","Rural","Male","40 - 44","Census - de facto - complete tabulation","Final figure, complete","1964","9627069","1,6"
"India","1961","Rural","Male","45 - 49","Census - de facto - complete tabulation","Final figure, complete","1964","7957898","1,6"
"India","1961","Rural","Male","50 - 54","Census - de facto - complete tabulation","Final figure, complete","1964","7501436","1,6"
"India","1961","Rural","Male","55 - 59","Census - de facto - complete tabulation","Final figure, complete","1964","4392525","1,6"
"India","1961","Rural","Male","60 - 64","Census - de facto - complete tabulation","Final figure, complete","1964","4797495","1,6"
"India","1961","Rural","Male","65 - 69","Census - de facto - complete tabulation","Final figure, complete","1964","2092537","1,6"
"India","1961","Rural","Male","70 - 74","Census - de facto - complete tabulation","Final figure, complete","1964","1843043","1,6"
"India","1961","Rural","Male","75 - 79","Census - de facto - complete tabulation","Final figure, complete","1964","723704","1,6"
"India","1961","Rural","Male","80 - 84","Census - de facto - complete tabulation","Final figure, complete","1964","630693","1,6"
"India","1961","Rural","Male","85 +","Census - de facto - complete tabulation","Final figure, complete","1964","374424","1,6"
"India","1961","Rural","Male","Unknown","Census - de facto - complete tabulation","Final figure, complete","1964","83646","1,6"
"India","1961","Rural","Female","Total","Census - de facto - complete tabulation","Final figure, complete","1964","176569264","1,6"
"India","1961","Rural","Female","0","Census - de facto - complete tabulation","Final figure, complete","1964","5665243","1,6"
"India","1961","Rural","Female","1 - 4","Census - de facto - complete tabulation","Final figure, complete","1964","21923052","1,6"
"India","1961","Rural","Female","5 - 9","Census - de facto - complete tabulation","Final figure, complete","1964","26292336","1,6"
"India","1961","Rural","Female","10 - 14","Census - de facto - complete tabulation","Final figure, complete","1964","18807884","1,6"
"India","1961","Rural","Female","15 - 19","Census - de facto - complete tabulation","Final figure, complete","1964","14074779","1,6"
"India","1961","Rural","Female","20 - 24","Census - de facto - complete tabulation","Final figure, complete","1964","15610270","1,6"
"India","1961","Rural","Female","25 - 29","Census - de facto - complete tabulation","Final figure, complete","1964","14830022","1,6"
"India","1961","Rural","Female","30 - 34","Census - de facto - complete tabulation","Final figure, complete","1964","12262103","1,6"
"India","1961","Rural","Female","35 - 39","Census - de facto - complete tabulation","Final figure, complete","1964","9866341","1,6"
"India","1961","Rural","Female","40 - 44","Census - de facto - complete tabulation","Final figure, complete","1964","9019494","1,6"
"India","1961","Rural","Female","45 - 49","Census - de facto - complete tabulation","Final figure, complete","1964","7043188","1,6"
"India","1961","Rural","Female","50 - 54","Census - de facto - complete tabulation","Final figure, complete","1964","6722468","1,6"
"India","1961","Rural","Female","55 - 59","Census - de facto - complete tabulation","Final figure, complete","1964","3876380","1,6"
"India","1961","Rural","Female","60 - 64","Census - de facto - complete tabulation","Final figure, complete","1964","4678267","1,6"
"India","1961","Rural","Female","65 - 69","Census - de facto - complete tabulation","Final figure, complete","1964","2030864","1,6"
"India","1961","Rural","Female","70 - 74","Census - de facto - complete tabulation","Final figure, complete","1964","1938641","1,6"
"India","1961","Rural","Female","75 - 79","Census - de facto - complete tabulation","Final figure, complete","1964","738052","1,6"
"India","1961","Rural","Female","80 - 84","Census - de facto - complete tabulation","Final figure, complete","1964","713667","1,6"
"India","1961","Rural","Female","85 +","Census - de facto - complete tabulation","Final figure, complete","1964","404396","1,6"
"India","1961","Rural","Female","Unknown","Census - de facto - complete tabulation","Final figure, complete","1964","71817","1,6"
"India","1951","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","1955","356798700",""
"India","1951","Total","Both Sexes","0","Census - de facto - complete tabulation","Final figure, complete","1955","11560100",""
"India","1951","Total","Both Sexes","1","Census - de facto - complete tabulation","Final figure, complete","1955","7900300",""
"India","1951","Total","Both Sexes","1 - 4","Census - de facto - complete tabulation","Final figure, complete","1955","36087400","1,7"
"India","1951","Total","Both Sexes","2","Census - de facto - complete tabulation","Final figure, complete","1955","9371700",""
"India","1951","Total","Both Sexes","3","Census - de facto - complete tabulation","Final figure, complete","1955","9578600",""
"India","1951","Total","Both Sexes","4","Census - de facto - complete tabulation","Final figure, complete","1955","9236800",""
"India","1951","Total","Both Sexes","5","Census - de facto - complete tabulation","Final figure, complete","1955","9523200",""
"India","1951","Total","Both Sexes","5 - 9","Census - de facto - complete tabulation","Final figure, complete","1955","45513000","1,7"
"India","1951","Total","Both Sexes","6","Census - de facto - complete tabulation","Final figure, complete","1955","9310800",""
"India","1951","Total","Both Sexes","7","Census - de facto - complete tabulation","Final figure, complete","1955","9100200",""
"India","1951","Total","Both Sexes","8","Census - de facto - complete tabulation","Final figure, complete","1955","8892200",""
"India","1951","Total","Both Sexes","9","Census - de facto - complete tabulation","Final figure, complete","1955","8686600",""
"India","1951","Total","Both Sexes","10","Census - de facto - complete tabulation","Final figure, complete","1955","8483100",""
"India","1951","Total","Both Sexes","10 - 14","Census - de facto - complete tabulation","Final figure, complete","1955","40460300","1,7"
"India","1951","Total","Both Sexes","11","Census - de facto - complete tabulation","Final figure, complete","1955","8284500",""
"India","1951","Total","Both Sexes","12","Census - de facto - complete tabulation","Final figure, complete","1955","8088600",""
"India","1951","Total","Both Sexes","13","Census - de facto - complete tabulation","Final figure, complete","1955","7896200",""
"India","1951","Total","Both Sexes","14","Census - de facto - complete tabulation","Final figure, complete","1955","7707900",""
"India","1951","Total","Both Sexes","15","Census - de facto - complete tabulation","Final figure, complete","1955","7525300",""
"India","1951","Total","Both Sexes","15 - 19","Census - de facto - complete tabulation","Final figure, complete","1955","35876000","1,7"
"India","1951","Total","Both Sexes","16","Census - de facto - complete tabulation","Final figure, complete","1955","7346300",""
"India","1951","Total","Both Sexes","17","Census - de facto - complete tabulation","Final figure, complete","1955","7172700",""
"India","1951","Total","Both Sexes","18","Census - de facto - complete tabulation","Final figure, complete","1955","7000900",""
"India","1951","Total","Both Sexes","19","Census - de facto - complete tabulation","Final figure, complete","1955","6830800",""
"India","1951","Total","Both Sexes","20","Census - de facto - complete tabulation","Final figure, complete","1955","6676300",""
"India","1951","Total","Both Sexes","20 - 24","Census - de facto - complete tabulation","Final figure, complete","1955","32036300","1,7"
"India","1951","Total","Both Sexes","21","Census - de facto - complete tabulation","Final figure, complete","1955","6533100",""
"India","1951","Total","Both Sexes","22","Census - de facto - complete tabulation","Final figure, complete","1955","6403300",""
"India","1951","Total","Both Sexes","23","Census - de facto - complete tabulation","Final figure, complete","1955","6275400",""
"India","1951","Total","Both Sexes","24","Census - de facto - complete tabulation","Final figure, complete","1955","6148200",""
"India","1951","Total","Both Sexes","25","Census - de facto - complete tabulation","Final figure, complete","1955","6025600",""
"India","1951","Total","Both Sexes","25 - 29","Census - de facto - complete tabulation","Final figure, complete","1955","28938900","1,7"
"India","1951","Total","Both Sexes","26","Census - de facto - complete tabulation","Final figure, complete","1955","5906300",""
"India","1951","Total","Both Sexes","27","Census - de facto - complete tabulation","Final figure, complete","1955","5786300",""
"India","1951","Total","Both Sexes","28","Census - de facto - complete tabulation","Final figure, complete","1955","5668000",""
"India","1951","Total","Both Sexes","29","Census - de facto - complete tabulation","Final figure, complete","1955","5552700",""
"India","1951","Total","Both Sexes","30","Census - de facto - complete tabulation","Final figure, complete","1955","5432800",""
"India","1951","Total","Both Sexes","30 - 34","Census - de facto - complete tabulation","Final figure, complete","1955","25823300","1,7"
"India","1951","Total","Both Sexes","31","Census - de facto - complete tabulation","Final figure, complete","1955","5303400",""
"India","1951","Total","Both Sexes","32","Census - de facto - complete tabulation","Final figure, complete","1955","5166600",""
"India","1951","Total","Both Sexes","33","Census - de facto - complete tabulation","Final figure, complete","1955","5029300",""
"India","1951","Total","Both Sexes","34","Census - de facto - complete tabulation","Final figure, complete","1955","4891200",""
"India","1951","Total","Both Sexes","35","Census - de facto - complete tabulation","Final figure, complete","1955","4753300",""
"India","1951","Total","Both Sexes","35 - 39","Census - de facto - complete tabulation","Final figure, complete","1955","22388500","1,7"
"India","1951","Total","Both Sexes","36","Census - de facto - complete tabulation","Final figure, complete","1955","4616300",""
"India","1951","Total","Both Sexes","37","Census - de facto - complete tabulation","Final figure, complete","1955","4478600",""
"India","1951","Total","Both Sexes","38","Census - de facto - complete tabulation","Final figure, complete","1955","4339900",""
"India","1951","Total","Both Sexes","39","Census - de facto - complete tabulation","Final figure, complete","1955","4200400",""
"India","1951","Total","Both Sexes","40","Census - de facto - complete tabulation","Final figure, complete","1955","4064200",""
"India","1951","Total","Both Sexes","40 - 44","Census - de facto - complete tabulation","Final figure, complete","1955","19045500","1,7"
"India","1951","Total","Both Sexes","41","Census - de facto - complete tabulation","Final figure, complete","1955","3934400",""
"India","1951","Total","Both Sexes","42","Census - de facto - complete tabulation","Final figure, complete","1955","3807200",""
"India","1951","Total","Both Sexes","43","Census - de facto - complete tabulation","Final figure, complete","1955","3682600",""
"India","1951","Total","Both Sexes","44","Census - de facto - complete tabulation","Final figure, complete","1955","3557100",""
"India","1951","Total","Both Sexes","45","Census - de facto - complete tabulation","Final figure, complete","1955","3435000",""
"India","1951","Total","Both Sexes","45 - 49","Census - de facto - complete tabulation","Final figure, complete","1955","15955200","1,7"
"India","1951","Total","Both Sexes","46","Census - de facto - complete tabulation","Final figure, complete","1955","3312900",""
"India","1951","Total","Both Sexes","47","Census - de facto - complete tabulation","Final figure, complete","1955","3190000",""
"India","1951","Total","Both Sexes","48","Census - de facto - complete tabulation","Final figure, complete","1955","3069400",""
"India","1951","Total","Both Sexes","49","Census - de facto - complete tabulation","Final figure, complete","1955","2947900",""
"India","1951","Total","Both Sexes","50","Census - de facto - complete tabulation","Final figure, complete","1955","2826700",""
"India","1951","Total","Both Sexes","50 - 54","Census - de facto - complete tabulation","Final figure, complete","1955","12897000","1,7"
"India","1951","Total","Both Sexes","51","Census - de facto - complete tabulation","Final figure, complete","1955","2702900",""
"India","1951","Total","Both Sexes","52","Census - de facto - complete tabulation","Final figure, complete","1955","2578400",""
"India","1951","Total","Both Sexes","53","Census - de facto - complete tabulation","Final figure, complete","1955","2455400",""
"India","1951","Total","Both Sexes","54","Census - de facto - complete tabulation","Final figure, complete","1955","2333600",""
"India","1951","Total","Both Sexes","55","Census - de facto - complete tabulation","Final figure, complete","1955","2217300",""
"India","1951","Total","Both Sexes","55 - 59","Census - de facto - complete tabulation","Final figure, complete","1955","10026800","1,7"
"India","1951","Total","Both Sexes","56","Census - de facto - complete tabulation","Final figure, complete","1955","2107600",""
"India","1951","Total","Both Sexes","57","Census - de facto - complete tabulation","Final figure, complete","1955","2003200",""
"India","1951","Total","Both Sexes","58","Census - de facto - complete tabulation","Final figure, complete","1955","1899600",""
"India","1951","Total","Both Sexes","59","Census - de facto - complete tabulation","Final figure, complete","1955","1799100",""
"India","1951","Total","Both Sexes","60","Census - de facto - complete tabulation","Final figure, complete","1955","1696600",""
"India","1951","Total","Both Sexes","60 - 64","Census - de facto - complete tabulation","Final figure, complete","1955","7403800","1,7"
"India","1951","Total","Both Sexes","61","Census - de facto - complete tabulation","Final figure, complete","1955","1588600",""
"India","1951","Total","Both Sexes","62","Census - de facto - complete tabulation","Final figure, complete","1955","1478700",""
"India","1951","Total","Both Sexes","63","Census - de facto - complete tabulation","Final figure, complete","1955","1372000",""
"India","1951","Total","Both Sexes","64","Census - de facto - complete tabulation","Final figure, complete","1955","1267900",""
"India","1951","Total","Both Sexes","65","Census - de facto - complete tabulation","Final figure, complete","1955","1168000",""
"India","1951","Total","Both Sexes","65 - 69","Census - de facto - complete tabulation","Final figure, complete","1955","4918800","1,7"
"India","1951","Total","Both Sexes","66","Census - de facto - complete tabulation","Final figure, complete","1955","1072700",""
"India","1951","Total","Both Sexes","67","Census - de facto - complete tabulation","Final figure, complete","1955","980500",""
"India","1951","Total","Both Sexes","68","Census - de facto - complete tabulation","Final figure, complete","1955","892000",""
"India","1951","Total","Both Sexes","69","Census - de facto - complete tabulation","Final figure, complete","1955","805600",""
"India","1951","Total","Both Sexes","70","Census - de facto - complete tabulation","Final figure, complete","1955","728300",""
"India","1951","Total","Both Sexes","70 +","Census - de facto - complete tabulation","Final figure, complete","1955","7867800","1,7"
"India","1951","Total","Both Sexes","71 +","Census - de facto - complete tabulation","Final figure, complete","1955","7139500",""
"India","1951","Total","Both Sexes","Unknown","Census - de facto - complete tabulation","Final figure, complete","1955","0",""
"India","1951","Total","Male","Total","Census - de facto - complete tabulation","Final figure, complete","1955","183286700",""
"India","1951","Total","Male","0","Census - de facto - complete tabulation","Final figure, complete","1955","5863200",""
"India","1951","Total","Male","1","Census - de facto - complete tabulation","Final figure, complete","1955","3966700",""
"India","1951","Total","Male","1 - 4","Census - de facto - complete tabulation","Final figure, complete","1955","18077700","1,7"
"India","1951","Total","Male","2","Census - de facto - complete tabulation","Final figure, complete","1955","4707000",""
"India","1951","Total","Male","3","Census - de facto - complete tabulation","Final figure, complete","1955","4746200",""
"India","1951","Total","Male","4","Census - de facto - complete tabulation","Final figure, complete","1955","4657800",""
"India","1951","Total","Male","5","Census - de facto - complete tabulation","Final figure, complete","1955","4803000",""
"India","1951","Total","Male","5 - 9","Census - de facto - complete tabulation","Final figure, complete","1955","23162600","1,7"
"India","1951","Total","Male","6","Census - de facto - complete tabulation","Final figure, complete","1955","4719900",""
"India","1951","Total","Male","7","Census - de facto - complete tabulation","Final figure, complete","1955","4634600",""
"India","1951","Total","Male","8","Census - de facto - complete tabulation","Final figure, complete","1955","4547300",""
"India","1951","Total","Male","9","Census - de facto - complete tabulation","Final figure, complete","1955","4457800",""
"India","1951","Total","Male","10","Census - de facto - complete tabulation","Final figure, complete","1955","4366500",""
"India","1951","Total","Male","10 - 14","Census - de facto - complete tabulation","Final figure, complete","1955","20899300","1,7"
"India","1951","Total","Male","11","Census - de facto - complete tabulation","Final figure, complete","1955","4274300",""
"India","1951","Total","Male","12","Census - de facto - complete tabulation","Final figure, complete","1955","4180200",""
"India","1951","Total","Male","13","Census - de facto - complete tabulation","Final figure, complete","1955","4086000",""
"India","1951","Total","Male","14","Census - de facto - complete tabulation","Final figure, complete","1955","3992300",""
"India","1951","Total","Male","15","Census - de facto - complete tabulation","Final figure, complete","1955","3895400",""
"India","1951","Total","Male","15 - 19","Census - de facto - complete tabulation","Final figure, complete","1955","18453100","1,7"
"India","1951","Total","Male","16","Census - de facto - complete tabulation","Final figure, complete","1955","3793500",""
"India","1951","Total","Male","17","Census - de facto - complete tabulation","Final figure, complete","1955","3689300",""
"India","1951","Total","Male","18","Census - de facto - complete tabulation","Final figure, complete","1955","3586900",""
"India","1951","Total","Male","19","Census - de facto - complete tabulation","Final figure, complete","1955","3488000",""
"India","1951","Total","Male","20","Census - de facto - complete tabulation","Final figure, complete","1955","3396900",""
"India","1951","Total","Male","20 - 24","Census - de facto - complete tabulation","Final figure, complete","1955","16269300","1,7"
"India","1951","Total","Male","21","Census - de facto - complete tabulation","Final figure, complete","1955","3319700",""
"India","1951","Total","Male","22","Census - de facto - complete tabulation","Final figure, complete","1955","3251000",""
"India","1951","Total","Male","23","Census - de facto - complete tabulation","Final figure, complete","1955","3183200",""
"India","1951","Total","Male","24","Census - de facto - complete tabulation","Final figure, complete","1955","3118500",""
"India","1951","Total","Male","25","Census - de facto - complete tabulation","Final figure, complete","1955","3058400",""
"India","1951","Total","Male","25 - 29","Census - de facto - complete tabulation","Final figure, complete","1955","14776500","1,7"
"India","1951","Total","Male","26","Census - de facto - complete tabulation","Final figure, complete","1955","3004800",""
"India","1951","Total","Male","27","Census - de facto - complete tabulation","Final figure, complete","1955","2954200",""
"India","1951","Total","Male","28","Census - de facto - complete tabulation","Final figure, complete","1955","2904100",""
"India","1951","Total","Male","29","Census - de facto - complete tabulation","Final figure, complete","1955","2855000",""
"India","1951","Total","Male","30","Census - de facto - complete tabulation","Final figure, complete","1955","2801800",""
"India","1951","Total","Male","30 - 34","Census - de facto - complete tabulation","Final figure, complete","1955","13403300","1,7"
"India","1951","Total","Male","31","Census - de facto - complete tabulation","Final figure, complete","1955","2743800",""
"India","1951","Total","Male","32","Census - de facto - complete tabulation","Final figure, complete","1955","2681100",""
"India","1951","Total","Male","33","Census - de facto - complete tabulation","Final figure, complete","1955","2619300",""
"India","1951","Total","Male","34","Census - de facto - complete tabulation","Final figure, complete","1955","2557300",""
"India","1951","Total","Male","35","Census - de facto - complete tabulation","Final figure, complete","1955","2493600",""
"India","1951","Total","Male","35 - 39","Census - de facto - complete tabulation","Final figure, complete","1955","11802000","1,7"
"India","1951","Total","Male","36","Census - de facto - complete tabulation","Final figure, complete","1955","2428600",""
"India","1951","Total","Male","37","Census - de facto - complete tabulation","Final figure, complete","1955","2361700",""
"India","1951","Total","Male","38","Census - de facto - complete tabulation","Final figure, complete","1955","2293900",""
"India","1951","Total","Male","39","Census - de facto - complete tabulation","Final figure, complete","1955","2224200",""
"India","1951","Total","Male","40","Census - de facto - complete tabulation","Final figure, complete","1955","2156000",""
"India","1951","Total","Male","40 - 44","Census - de facto - complete tabulation","Final figure, complete","1955","10119100","1,7"
"India","1951","Total","Male","41","Census - de facto - complete tabulation","Final figure, complete","1955","2089600",""
"India","1951","Total","Male","42","Census - de facto - complete tabulation","Final figure, complete","1955","2023700",""
"India","1951","Total","Male","43","Census - de facto - complete tabulation","Final figure, complete","1955","1958100",""
"India","1951","Total","Male","44","Census - de facto - complete tabulation","Final figure, complete","1955","1891700",""
"India","1951","Total","Male","45","Census - de facto - complete tabulation","Final figure, complete","1955","1825700",""
"India","1951","Total","Male","45 - 49","Census - de facto - complete tabulation","Final figure, complete","1955","8466500","1,7"
"India","1951","Total","Male","46","Census - de facto - complete tabulation","Final figure, complete","1955","1759900",""
"India","1951","Total","Male","47","Census - de facto - complete tabulation","Final figure, complete","1955","1693300",""
"India","1951","Total","Male","48","Census - de facto - complete tabulation","Final figure, complete","1955","1627500",""
